   1.2125000e+01   1.4373100e+02   7.1000000e+01   1.7000000e+01   4.6000000e+00
  -1.5575000e+01  -7.3849000e+01   7.9000000e+01   1.8000000e+01   5.2000000e+00
   1.9387333e+01  -1.5540817e+02   7.2970000e+00   1.8000000e+01   2.2500000e+00
   4.7629833e+01  -1.2181300e+02   6.2770000e+00   1.9000000e+01   2.0000000e+00
   4.2775000e+01   4.5879000e+01   3.3000000e+01   2.1000000e+01   4.4000000e+00
   1.9374500e+01  -1.5541716e+02   8.3700000e+00   1.0000000e+00   2.1300000e+00
   1.9804000e+01  -7.5399000e+01   3.3000000e+01   3.0000000e+00   4.6000000e+00
   1.9355333e+01  -1.5524217e+02   2.6787000e+01   5.0000000e+00   3.3200000e+00
   6.5624000e+01  -1.3454200e+02   3.3000000e+01   5.0000000e+00   3.5000000e+00
   1.9843000e+01  -1.5518700e+02   3.2623000e+01   1.3000000e+01   2.4600000e+00
   8.0530000e+00  -8.3199000e+01   3.3000000e+01   1.3000000e+01   4.2000000e+00
   3.4367500e+01  -1.1841967e+02   7.8100000e+00   1.3000000e+01   1.7000000e+00
   3.4353000e+01  -1.1837734e+02   4.5000000e+00   1.3000000e+01   1.7000000e+00
   7.9820000e+00  -8.3022000e+01   3.3000000e+01   1.3000000e+01   4.4000000e+00
   5.1701000e+01  -1.7668400e+02   5.6000000e+01   1.4000000e+01   4.6000000e+00
   3.4260834e+01  -1.1631883e+02   6.0000000e+00   1.4000000e+01   2.5600000e+00
   1.9367000e+01  -1.5542633e+02   1.0036000e+01   1.5000000e+01   2.3200000e+00
   3.3916500e+01  -1.1672916e+02   6.0000000e+00   1.7000000e+01   2.4200000e+00
   6.0973000e+01  -1.5244000e+02   1.1800000e+02   1.8000000e+01   4.9000000e+00
   3.3930668e+01  -1.1836700e+02   5.0000000e+00   1.8000000e+01   1.7000000e+00
   3.4355330e+01  -1.1835284e+02   5.6400000e+00   2.0000000e+01   1.7000000e+00
   1.9349833e+01  -1.5540817e+02   8.9460000e+00   1.0000000e+00   2.0000000e+00
   3.8612000e+01   7.0353000e+01   9.0000000e+01   2.0000000e+00   4.3000000e+00
   1.9419167e+01  -1.5543567e+02   7.2910000e+00   3.0000000e+00   1.9900000e+00
  -2.0210000e+01  -1.7798100e+02   5.5000000e+02   4.0000000e+00   5.1000000e+00
  -1.4972000e+01  -1.7744600e+02   3.4300000e+02   4.0000000e+00   4.7000000e+00
   1.9184668e+01  -1.5553117e+02   8.9060000e+00   6.0000000e+00   2.5200000e+00
   4.7508000e+01   1.5237300e+02   1.3700000e+02   9.0000000e+00   4.9000000e+00
   1.9318333e+01  -1.5521783e+02   6.4330000e+00   1.0000000e+01   2.2500000e+00
   1.9327000e+01  -1.5519300e+02   5.8570000e+00   1.0000000e+01   1.9600000e+00
  -1.2590000e+00   6.7486000e+01   3.3000000e+01   1.1000000e+01   5.0000000e+00
   1.9414000e+01  -1.5528200e+02   9.8550000e+00   1.1000000e+01   1.8300000e+00
   4.6052000e+01  -1.2274717e+02   1.3415000e+01   1.2000000e+01   2.1000000e+00
   1.6895000e+01  -9.9292000e+01   9.6000000e+01   1.5000000e+01   4.8000000e+00
   1.1006000e+01  -6.1345000e+01   3.3000000e+01   1.6000000e+01   3.9000000e+00
   3.5626835e+01  -1.1723133e+02   1.2500000e+00   1.6000000e+01   3.0100000e+00
   1.9374000e+01  -1.5546434e+02   3.9040000e+00   1.7000000e+01   2.5000000e+00
   2.7451000e+01   1.2933400e+02   3.3000000e+01   2.0000000e+01   4.6000000e+00
  -6.2570000e+00   1.0415400e+02   8.7000000e+01   2.1000000e+01   5.2000000e+00
   3.4303500e+01  -1.1834483e+02   7.4600000e+00   2.3000000e+01   1.7000000e+00
   1.2368000e+01   1.4386200e+02   1.1000000e+01   2.3000000e+01   4.5000000e+00
  -1.6100000e+01  -1.7208100e+02   3.3000000e+01   2.3000000e+01   5.0000000e+00
