   3.4189835e+01  -1.1758800e+02   6.0000000e+00   0.0000000e+00   1.7000000e+00
  -9.2140000e+00   1.5063400e+02   4.1000000e+01   3.0000000e+00   5.3000000e+00
   4.8308666e+01  -1.2211733e+02   1.3680000e+01   4.0000000e+00   2.2000000e+00
  -1.5012000e+01  -1.7395800e+02   3.3000000e+01   5.0000000e+00   5.0000000e+00
   1.9443666e+01  -1.5536084e+02   7.3020000e+00   7.0000000e+00   1.8500000e+00
  -2.2161000e+01  -6.5792000e+01   2.0500000e+02   9.0000000e+00   4.8000000e+00
   4.8302500e+01  -1.2211933e+02   1.3700000e+01   1.1000000e+01   2.4000000e+00
  -3.5513000e+01  -1.6211000e+01   3.3000000e+01   1.1000000e+01   6.0000000e+00
   4.7585667e+01  -1.2306467e+02   3.9853000e+01   1.1000000e+01   1.8000000e+00
   1.3743000e+01  -4.5266000e+01   3.3000000e+01   2.1000000e+01   4.4000000e+00
   1.3897000e+01  -4.4876000e+01   3.3000000e+01   2.1000000e+01   4.4000000e+00
  -9.8540000e+00   1.1742700e+02   6.6000000e+01   0.0000000e+00   5.5000000e+00
   3.8221000e+01   2.0165000e+01   3.3000000e+01   1.0000000e+00   4.3000000e+00
   3.3629333e+01  -1.1734750e+02   6.1000000e+00   2.0000000e+00   2.9800000e+00
   1.0350000e+00   1.2621100e+02   6.1000000e+01   2.0000000e+00   5.4000000e+00
   5.4040000e+00  -8.2541000e+01   3.0000000e+01   3.0000000e+00   5.2000000e+00
   1.8923000e+01  -1.0412700e+02   3.3000000e+01   3.0000000e+00   4.6000000e+00
   4.8745500e+01  -1.2263850e+02   2.4130000e+01   4.0000000e+00   2.3000000e+00
   1.9314833e+01  -1.5525317e+02   7.0410000e+00   5.0000000e+00   1.9300000e+00
   1.9326000e+01  -1.5520433e+02   6.5890000e+00   6.0000000e+00   2.2100000e+00
   6.2570000e+01  -1.4367800e+02   3.3000000e+01   8.0000000e+00   3.7000000e+00
   7.1529000e+01  -5.7540000e+00   3.3000000e+01   1.3000000e+01   4.5000000e+00
   5.5350000e+00   1.2720500e+02   6.2000000e+01   1.3000000e+01   4.4000000e+00
   3.6085000e+01   7.1308000e+01   1.3700000e+02   1.6000000e+01   4.8000000e+00
   4.6057835e+01  -1.1905283e+02   1.0586000e+01   1.7000000e+01   9.0000000e-01
   4.6741665e+01  -1.1942750e+02   2.6650000e+00   2.0000000e+01   1.1000000e+00
   3.1241000e+01   8.8088000e+01   3.3000000e+01   2.2000000e+01   5.2000000e+00
   7.1330000e+01  -7.5510000e+00   3.3000000e+01   2.3000000e+01   4.7000000e+00
   3.4815834e+01  -1.1635950e+02   6.0000000e+00   0.0000000e+00   2.9800000e+00
  -2.7716000e+01  -6.3261000e+01   5.6300000e+02   2.0000000e+00   5.6000000e+00
   1.5480000e+00   1.2630500e+02   3.3000000e+01   2.0000000e+00   4.8000000e+00
   3.1611000e+01  -1.1575117e+02   6.0000000e+00   3.0000000e+00   3.7700000e+00
   1.9430166e+01  -1.5528100e+02   1.5044000e+01   4.0000000e+00   1.9900000e+00
   1.3466000e+01   1.2083200e+02   1.3900000e+02   4.0000000e+00   4.8000000e+00
   1.9409500e+01  -1.5527733e+02   1.1126000e+01   5.0000000e+00   1.8800000e+00
   1.6809000e+01   1.4567400e+02   1.7700000e+02   6.0000000e+00   4.0000000e+00
   3.2603333e+01  -1.1526434e+02   6.0000000e+00   6.0000000e+00   2.3400000e+00
   1.9181833e+01  -1.5557500e+02   7.7520000e+00   6.0000000e+00   3.5600000e+00
   1.9399834e+01  -1.5529016e+02   7.8640000e+00   7.0000000e+00   1.7600000e+00
